title,pdf_url,date
Daily Bond Morning Brief(2024.11.14),https://stock.pstatic.net/stock-research/debenture/76/20241114_debenture_823387000.pdf,2024-11-14
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241114_debenture_880321000.pdf,2024-11-14
"성장률 1% 시대에 직면, 채권시장 영향은",https://stock.pstatic.net/stock-research/debenture/61/20241114_debenture_482368000.pdf,2024-11-14
트럼프 가라사대,https://stock.pstatic.net/stock-research/debenture/21/20241114_debenture_472301000.pdf,2024-11-14
채권 Daily (11.13),https://stock.pstatic.net/stock-research/debenture/18/20241113_debenture_490421000.pdf,2024-11-13
Daily Bond Morning Brief(2024.11.13),https://stock.pstatic.net/stock-research/debenture/76/20241113_debenture_885956000.pdf,2024-11-13
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241113_debenture_923502000.pdf,2024-11-13
채권 Daily (11.12),https://stock.pstatic.net/stock-research/debenture/18/20241112_debenture_164758000.pdf,2024-11-12
Daily Bond Morning Brief(2024.11.12),https://stock.pstatic.net/stock-research/debenture/76/20241112_debenture_670230000.pdf,2024-11-12
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241112_debenture_217170000.pdf,2024-11-12
"불확실성 해소, 다음 구간은?",https://stock.pstatic.net/stock-research/debenture/61/20241112_debenture_996419000.pdf,2024-11-12
경험해본 불안함,https://stock.pstatic.net/stock-research/debenture/16/20241111_debenture_485086000.pdf,2024-11-11
채권 Daily (11.11),https://stock.pstatic.net/stock-research/debenture/18/20241111_debenture_114032000.pdf,2024-11-11
Daily Bond Morning Brief(2024.11.11),https://stock.pstatic.net/stock-research/debenture/76/20241111_debenture_577532000.pdf,2024-11-11
11/11 Kiwoom Fixed Income Weekly Review,https://stock.pstatic.net/stock-research/debenture/39/20241111_debenture_510432000.pdf,2024-11-11
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241111_debenture_307541000.pdf,2024-11-11
[국내] 천수답(天水畓),https://stock.pstatic.net/stock-research/debenture/21/20241111_debenture_495944000.pdf,2024-11-11
[글로벌] 오아시스와 신기루,https://stock.pstatic.net/stock-research/debenture/21/20241111_debenture_251800000.pdf,2024-11-11
"11월 FOMC: 25bp 인하, 점진적 인하 경로 유지",https://stock.pstatic.net/stock-research/debenture/34/20241108_debenture_12294000.pdf,2024-11-08
[11월 FOMC] 아직은 파월의 시대 (Mr. No),https://stock.pstatic.net/stock-research/debenture/57/20241108_debenture_577693000.pdf,2024-11-08
연준 대차대조표 뜯어보기 - 84,https://stock.pstatic.net/stock-research/debenture/16/20241108_debenture_965381000.pdf,2024-11-08
"FOMC Review] 편안한 환경, 확실한 거취",https://stock.pstatic.net/stock-research/debenture/16/20241108_debenture_263086000.pdf,2024-11-08
채권 Daily (11.08),https://stock.pstatic.net/stock-research/debenture/18/20241108_debenture_588231000.pdf,2024-11-08
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241108_debenture_320096000.pdf,2024-11-08
Daily Bond Morning Brief(2024.11.08),https://stock.pstatic.net/stock-research/debenture/1/20241108_debenture_940599000.pdf,2024-11-08
11월 FOMC Review: 추가 인하 경로 유효,https://stock.pstatic.net/stock-research/debenture/39/20241108_debenture_331120000.pdf,2024-11-08
11월 FOMC: 트럼프 월드에 재입장한 소나무 파월,https://stock.pstatic.net/stock-research/debenture/61/20241108_debenture_496192000.pdf,2024-11-08
"메리크리스마스, 해피뉴이어",https://stock.pstatic.net/stock-research/debenture/57/20241107_debenture_304574000.pdf,2024-11-07
미 대선 Review: 아직은 예측 가능 범위에서 등락 중,https://stock.pstatic.net/stock-research/debenture/57/20241107_debenture_288415000.pdf,2024-11-07
"브라질, 빨라진 인상 사이클",https://stock.pstatic.net/stock-research/debenture/21/20241107_debenture_61737000.pdf,2024-11-07
[한화 FI Trump] Make Fed Small Again?,https://stock.pstatic.net/stock-research/debenture/16/20241107_debenture_633657000.pdf,2024-11-07
채권 Daily (11.07),https://stock.pstatic.net/stock-research/debenture/18/20241107_debenture_713890000.pdf,2024-11-07
Daily Bond Morning Brief(2024.11.07),https://stock.pstatic.net/stock-research/debenture/1/20241107_debenture_383081000.pdf,2024-11-07
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241107_debenture_506630000.pdf,2024-11-07
트럼프 당선: 통화정책 경로는 유지,https://stock.pstatic.net/stock-research/debenture/21/20241107_debenture_713832000.pdf,2024-11-07
채권 Daily (11.06),https://stock.pstatic.net/stock-research/debenture/18/20241106_debenture_819437000.pdf,2024-11-06
Daily Bond Morning Brief(2024.11.06),https://stock.pstatic.net/stock-research/debenture/76/20241106_debenture_192835000.pdf,2024-11-06
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241106_debenture_930911000.pdf,2024-11-06
채권 Daily (11.05),https://stock.pstatic.net/stock-research/debenture/18/20241105_debenture_245530000.pdf,2024-11-05
미 대선 Preview: 해리스보다 마음이 편한 트럼프,https://stock.pstatic.net/stock-research/debenture/57/20241105_debenture_15368000.pdf,2024-11-05
Daily Bond Morning Brief(2024.11.05),https://stock.pstatic.net/stock-research/debenture/76/20241105_debenture_973601000.pdf,2024-11-05
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241105_debenture_398358000.pdf,2024-11-05
크레딧 시장은 방향성 모색 중,https://stock.pstatic.net/stock-research/debenture/61/20241105_debenture_253113000.pdf,2024-11-05
단기 영역에만 보이는 매력,https://stock.pstatic.net/stock-research/debenture/21/20241104_debenture_867594000.pdf,2024-11-04
채권 Daily (11.04),https://stock.pstatic.net/stock-research/debenture/18/20241104_debenture_628385000.pdf,2024-11-04
[한화 FI Weekly] FOMC Preview: 25bp 인하 전망,https://stock.pstatic.net/stock-research/debenture/16/20241104_debenture_251467000.pdf,2024-11-04
Daily Bond Morning Brief(2024.11.04),https://stock.pstatic.net/stock-research/debenture/76/20241104_debenture_236635000.pdf,2024-11-04
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241104_debenture_833496000.pdf,2024-11-04
11/04 Kiwoom Fixed Income Weekly Review,https://stock.pstatic.net/stock-research/debenture/39/20241104_debenture_938709000.pdf,2024-11-04
하이일드펀드 분리과세 혜택 종료,https://stock.pstatic.net/stock-research/debenture/21/20241101_debenture_499934000.pdf,2024-11-01
채권 Daily (11.01),https://stock.pstatic.net/stock-research/debenture/18/20241101_debenture_273989000.pdf,2024-11-01
[한화 Fed Monitor] 연준 대차대조표 뜯어보기 - 83,https://stock.pstatic.net/stock-research/debenture/16/20241101_debenture_817679000.pdf,2024-11-01
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241101_debenture_104294000.pdf,2024-11-01
Daily Bond Morning Brief(2024.11.01),https://stock.pstatic.net/stock-research/debenture/76/20241101_debenture_990705000.pdf,2024-11-01
채권 Daily (10.31),https://stock.pstatic.net/stock-research/debenture/18/20241031_debenture_805661000.pdf,2024-10-31
[2025년 채권시장 전망] Keep Calm and Buy Bond,https://stock.pstatic.net/stock-research/debenture/57/20241031_debenture_48478000.pdf,2024-10-31
Good! Even+ing(feat.채권이 even하게 익을 것 같아요..,https://stock.pstatic.net/stock-research/debenture/64/20241031_debenture_143630000.pdf,2024-10-31
Daily Bond Morning Brief(2024.10.31),https://stock.pstatic.net/stock-research/debenture/76/20241031_debenture_685340000.pdf,2024-10-31
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241031_debenture_868979000.pdf,2024-10-31
작용-반작용(Action & Reaction) (PPT),https://stock.pstatic.net/stock-research/debenture/21/20241031_debenture_822442000.pdf,2024-10-31
오아시스와 신기루 (PPT),https://stock.pstatic.net/stock-research/debenture/21/20241031_debenture_969939000.pdf,2024-10-31
A보급창고 (PPT),https://stock.pstatic.net/stock-research/debenture/21/20241031_debenture_341091000.pdf,2024-10-31
천수답(天水畓) (PPT),https://stock.pstatic.net/stock-research/debenture/21/20241031_debenture_689923000.pdf,2024-10-31
유지될 9월 점도표 경로,https://stock.pstatic.net/stock-research/debenture/21/20241030_debenture_453582000.pdf,2024-10-30
채권 Daily (10.30),https://stock.pstatic.net/stock-research/debenture/18/20241030_debenture_299584000.pdf,2024-10-30
벤치마크를 추종한다는 것에 관하여,https://stock.pstatic.net/stock-research/debenture/57/20241030_debenture_271062000.pdf,2024-10-30
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241030_debenture_713234000.pdf,2024-10-30
Daily Bond Morning Brief(2024.10.30),https://stock.pstatic.net/stock-research/debenture/76/20241030_debenture_298448000.pdf,2024-10-30
미국 레버리지론／CLO 시장 동향,https://stock.pstatic.net/stock-research/debenture/21/20241029_debenture_837311000.pdf,2024-10-29
"유로존, 12월 빅 컷 가능할까",https://stock.pstatic.net/stock-research/debenture/21/20241029_debenture_393519000.pdf,2024-10-29
채권 Daily (10.29),https://stock.pstatic.net/stock-research/debenture/18/20241029_debenture_613888000.pdf,2024-10-29
Daily Bond Morning Brief(2024.10.29),https://stock.pstatic.net/stock-research/debenture/76/20241029_debenture_330547000.pdf,2024-10-29
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241029_debenture_157028000.pdf,2024-10-29
트럼프 2.0을 대비해야 할 크레딧 시장,https://stock.pstatic.net/stock-research/debenture/61/20241029_debenture_175790000.pdf,2024-10-29
채권 Daily (10.28),https://stock.pstatic.net/stock-research/debenture/18/20241028_debenture_793799000.pdf,2024-10-28
[한화 FI Weekly] 높이 떠있으니까 별이다,https://stock.pstatic.net/stock-research/debenture/16/20241028_debenture_877581000.pdf,2024-10-28
10/28 Kiwoom Fixed Income Weekly Review,https://stock.pstatic.net/stock-research/debenture/39/20241028_debenture_108082000.pdf,2024-10-28
막판 스퍼트 전 체력 비축,https://stock.pstatic.net/stock-research/debenture/21/20241028_debenture_564515000.pdf,2024-10-28
Daily Bond Morning Brief(2024.10.28),https://stock.pstatic.net/stock-research/debenture/76/20241028_debenture_520064000.pdf,2024-10-28
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241028_debenture_690354000.pdf,2024-10-28
"은행, 채권으로 시선 이동할까",https://stock.pstatic.net/stock-research/debenture/21/20241028_debenture_519423000.pdf,2024-10-28
채권 Daily (10.25),https://stock.pstatic.net/stock-research/debenture/18/20241025_debenture_102418000.pdf,2024-10-25
연준 대차대조표 뜯어보기 - 82,https://stock.pstatic.net/stock-research/debenture/16/20241025_debenture_26791000.pdf,2024-10-25
권위자도 확실히 제시하지 못하는 자산 정책 경로,https://stock.pstatic.net/stock-research/debenture/16/20241025_debenture_182642000.pdf,2024-10-25
한미 차별화를 야기한 3분기 성적표,https://stock.pstatic.net/stock-research/debenture/57/20241025_debenture_428902000.pdf,2024-10-25
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241025_debenture_319914000.pdf,2024-10-25
Daily Bond Morning Brief(2024.10.25),https://stock.pstatic.net/stock-research/debenture/76/20241025_debenture_727552000.pdf,2024-10-25
정책의 힘과 한계: 채권금리의 요동에 관하여,https://stock.pstatic.net/stock-research/debenture/61/20241025_debenture_29888000.pdf,2024-10-25
채권 Daily (10.24),https://stock.pstatic.net/stock-research/debenture/18/20241024_debenture_81253000.pdf,2024-10-24
Daily Bond Morning Brief(2024.10.24),https://stock.pstatic.net/stock-research/debenture/76/20241024_debenture_557487000.pdf,2024-10-24
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241024_debenture_118638000.pdf,2024-10-24
미국 대형은행의 SRT 거래 증가,https://stock.pstatic.net/stock-research/debenture/21/20241023_debenture_18818000.pdf,2024-10-23
채권 Daily (10.23),https://stock.pstatic.net/stock-research/debenture/18/20241023_debenture_36873000.pdf,2024-10-23
元大金利,https://stock.pstatic.net/stock-research/debenture/18/20241023_debenture_114618000.pdf,2024-10-23
조달여건 vs. 조달비용,https://stock.pstatic.net/stock-research/debenture/57/20241023_debenture_777716000.pdf,2024-10-23
트럼프 트레이드 이후도 생각하자,https://stock.pstatic.net/stock-research/debenture/57/20241023_debenture_541648000.pdf,2024-10-23
Daily Bond Morning Brief(2024.10.23),https://stock.pstatic.net/stock-research/debenture/76/20241023_debenture_909851000.pdf,2024-10-23
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241023_debenture_239037000.pdf,2024-10-23
본격 미 대선 경계 구간,https://stock.pstatic.net/stock-research/debenture/21/20241023_debenture_296382000.pdf,2024-10-23
채권 Daily (10.22),https://stock.pstatic.net/stock-research/debenture/18/20241022_debenture_589501000.pdf,2024-10-22
Daily Bond Morning Brief(2024.10.22),https://stock.pstatic.net/stock-research/debenture/76/20241022_debenture_627299000.pdf,2024-10-22
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241022_debenture_737869000.pdf,2024-10-22
"증가하는 채권 발행, 무사히 소화할 수 있는 이유",https://stock.pstatic.net/stock-research/debenture/61/20241022_debenture_969378000.pdf,2024-10-22
채권 Daily (10.21),https://stock.pstatic.net/stock-research/debenture/18/20241021_debenture_250442000.pdf,2024-10-21
임금이 올라도 낮아진 미국 주택 구매 여력,https://stock.pstatic.net/stock-research/debenture/57/20241021_debenture_692526000.pdf,2024-10-21
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241021_debenture_624802000.pdf,2024-10-21
10/21 Kiwoom Fixed Income Weekly Review,https://stock.pstatic.net/stock-research/debenture/39/20241021_debenture_697477000.pdf,2024-10-21
신한 Bond.Zip (10월 18일),https://stock.pstatic.net/stock-research/debenture/21/20241021_debenture_729948000.pdf,2024-10-21
모호한 사계절,https://stock.pstatic.net/stock-research/debenture/21/20241018_debenture_27718000.pdf,2024-10-18
채권 Daily (10.18),https://stock.pstatic.net/stock-research/debenture/18/20241018_debenture_132638000.pdf,2024-10-18
[한화 Fed Monitor] 연준 대차대조표 뜯어보기 - 81,https://stock.pstatic.net/stock-research/debenture/16/20241018_debenture_991434000.pdf,2024-10-18
Daily Bond Morning Brief(2024.10.18),https://stock.pstatic.net/stock-research/debenture/76/20241018_debenture_643462000.pdf,2024-10-18
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241018_debenture_131586000.pdf,2024-10-18
"10월 ECB, 단기 가속 구간",https://stock.pstatic.net/stock-research/debenture/21/20241018_debenture_805520000.pdf,2024-10-18
[한화 FI 2025년 전망] 비대칭,https://stock.pstatic.net/stock-research/debenture/16/20241017_debenture_612693000.pdf,2024-10-17
채권 Daily (10.17),https://stock.pstatic.net/stock-research/debenture/18/20241017_debenture_35470000.pdf,2024-10-17
Daily Bond Morning Brief(2024.10.17),https://stock.pstatic.net/stock-research/debenture/76/20241017_debenture_365895000.pdf,2024-10-17
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241017_debenture_786083000.pdf,2024-10-17
연말이 온다,https://stock.pstatic.net/stock-research/debenture/57/20241016_debenture_43539000.pdf,2024-10-16
채권 Daily (10.16),https://stock.pstatic.net/stock-research/debenture/1/20241016_debenture_216995000.pdf,2024-10-16
미국 과세(Taxable) 지방채 연구,https://stock.pstatic.net/stock-research/debenture/21/20241016_debenture_297528000.pdf,2024-10-16
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241016_debenture_74369000.pdf,2024-10-16
Daily Bond Morning Brief(2024.10.16),https://stock.pstatic.net/stock-research/debenture/76/20241016_debenture_787480000.pdf,2024-10-16
"호주, 기대와 현실 사이",https://stock.pstatic.net/stock-research/debenture/21/20241015_debenture_270925000.pdf,2024-10-15
채권 Daily (10.15),https://stock.pstatic.net/stock-research/debenture/18/20241015_debenture_952443000.pdf,2024-10-15
Daily Bond Morning Brief(2024.10.15),https://stock.pstatic.net/stock-research/debenture/76/20241015_debenture_963029000.pdf,2024-10-15
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241015_debenture_464114000.pdf,2024-10-15
"금리 인하, 크레딧 시장 강세 시발점이 될까",https://stock.pstatic.net/stock-research/debenture/61/20241015_debenture_512373000.pdf,2024-10-15
채권 Daily (10.14),https://stock.pstatic.net/stock-research/debenture/18/20241014_debenture_268154000.pdf,2024-10-14
[한화 FI Weekly] 밋밋한 재료들,https://stock.pstatic.net/stock-research/debenture/16/20241014_debenture_275684000.pdf,2024-10-14
한화 금통위 리뷰] 몰라서 내려봤다,https://stock.pstatic.net/stock-research/debenture/16/20241014_debenture_122628000.pdf,2024-10-14
10월 금통위: 드디어 시작된 금리인하 사이클,https://stock.pstatic.net/stock-research/debenture/34/20241014_debenture_136676000.pdf,2024-10-14
[10월 금통위 Review] 어색한 매파적 인하,https://stock.pstatic.net/stock-research/debenture/57/20241014_debenture_280139000.pdf,2024-10-14
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241014_debenture_821587000.pdf,2024-10-14
Daily Bond Morning Brief(2024.10.14),https://stock.pstatic.net/stock-research/debenture/76/20241014_debenture_505130000.pdf,2024-10-14
서프라이즈 인덱스를 활용한 금리 모멘텀 판단,https://stock.pstatic.net/stock-research/debenture/21/20241014_debenture_168143000.pdf,2024-10-14
10/14 Kiwoom Fixed Income Weekly Review,https://stock.pstatic.net/stock-research/debenture/39/20241014_debenture_268000000.pdf,2024-10-14
신한 Bond.Zip (10월 11일),https://stock.pstatic.net/stock-research/debenture/21/20241014_debenture_673370000.pdf,2024-10-14
"10월 금통위 Review: 11월은 동결, 추가 인하는 2025..",https://stock.pstatic.net/stock-research/debenture/39/20241014_debenture_135829000.pdf,2024-10-14
10월 금통위; 금리 인하 출석 체크한 한은,https://stock.pstatic.net/stock-research/debenture/21/20241014_debenture_544203000.pdf,2024-10-14
10월 금통위: 인하는 반갑지만 11월 추가인하는 어렵..,https://stock.pstatic.net/stock-research/debenture/61/20241011_debenture_62331000.pdf,2024-10-11
채권 Daily (10.11),https://stock.pstatic.net/stock-research/debenture/18/20241011_debenture_959734000.pdf,2024-10-11
[한화 Fed Monitor] 연준 대차대조표 뜯어보기 - 80,https://stock.pstatic.net/stock-research/debenture/16/20241011_debenture_947486000.pdf,2024-10-11
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241011_debenture_806666000.pdf,2024-10-11
Daily Bond Morning Brief(2024.10.11),https://stock.pstatic.net/stock-research/debenture/76/20241011_debenture_449369000.pdf,2024-10-11
미국 HY: Search for Yield,https://stock.pstatic.net/stock-research/debenture/21/20241010_debenture_661533000.pdf,2024-10-10
WGBI 편입: 단기적 환율 및 금리 안정,https://stock.pstatic.net/stock-research/debenture/21/20241010_debenture_853414000.pdf,2024-10-10
모니터링 업종 점검 1) 석유화학,https://stock.pstatic.net/stock-research/debenture/21/20241010_debenture_183348000.pdf,2024-10-10
채권 Daily (10.10),https://stock.pstatic.net/stock-research/debenture/18/20241010_debenture_426012000.pdf,2024-10-10
[한화 FI Comment] WGBI 편입: 2025년 공급 부담 완화..,https://stock.pstatic.net/stock-research/debenture/16/20241010_debenture_683384000.pdf,2024-10-10
월동준비,https://stock.pstatic.net/stock-research/debenture/57/20241010_debenture_571470000.pdf,2024-10-10
WGBI 편입 서프라이즈,https://stock.pstatic.net/stock-research/debenture/57/20241010_debenture_930557000.pdf,2024-10-10
Daily Bond Morning Brief(2024.10.10),https://stock.pstatic.net/stock-research/debenture/76/20241010_debenture_662686000.pdf,2024-10-10
Eugenes FICC Update,https://stock.pstatic.net/stock-research/debenture/63/20241010_debenture_563308000.pdf,2024-10-10
